year	sentence	category	position
2023	Having sent his wife Rosemary to their cabin (for it was an unlit and turbulent night at sea), Basil maintained his position at the helm while the driving rain peppered his graying ginger hair, and the old salt thought sagely that it was a good thing he was a well-seasoned sailor.	Purple Prose	Dishonorable Mentions
2023	In obedience to the Thousand-year Mandate of Hawksrealm, following the prophecy of Glenfrik the Morrowsayer, Klagnar and his (thus far) loyal Deathsword Warriors journeyed countless skyturns across the Burning Plains of Hellsplat and the Great Eastern Doomsea to an immense, shining folkshive that more or less resembled Fresno, but with a more genre-appropriate name.   	Fantasy & Horror	Winner
2023	Susan was a walking thermal reactor, with an electron-beam smile, a megawatt body and an amazing fuel assembly, radiating heat at a lethal dose; and though Jack knew that any achievable fusion of his charged particles and her spark chamber would have a very short half-life and would leave him a decaying, spent fuel rod, he also knew in his core that no amount of coolant could quench the chain reaction currently taking place in his overheated neutrinos.	Purple Prose	Dishonorable Mentions
2023	She waltzed into the place like a spring thaw, all flushed and bursting with promises of warm and cloying things to come but I stopped her in her tracks with a dream-grounding "This is a detective agency sweetcakes, not a dance studio."	Crime & Detective	Dishonorable Mentions
2023	Officer Meyer Briggs burst into the bedroom and saw Professor Rorschach standing over the body of his mother, bloody knife in hand; "I swear it's not what it looks like!" Rorschach exclaimed.	Crime & Detective	Dishonorable Mentions
2023	Chief Homicide Inspector Gerald "the Bloodhound" McLean regarded the list of victims —a corporate litigator, an investment banker, a hedge-fund founder, and a Tony-winning playwright —and wondered what he could make of their only identifiable connection:  membership in the long-dispersed punk rock band John Vomit and the Leather Scabs, rare copies of whose only record, "Picked Off the Litter," now traded hands for a thousand bucks a pop on eBay.	Crime & Detective	Dishonorable Mentions
2023	John was a police officer, and Mary was a serial killer, and just like that you think you know how that's going to end, don't you; well, John lived in New York and Mary lived in London, and they were both moderately afraid of airplanes, so I bet you're not feeling like the brightest crayon in the box right now.	Crime & Detective	Dishonorable Mentions
2023	Elsie was seated by the window overlooking the deserted boardwalk (the crime scene in this saga) holding the hand of her beloved Jeremy (the soon-to-be unwitting accomplice), when George (who you will soon learn is the murderer), suddenly opened the door to their cozy loft holding a cup of coffee and said, "This cup is for you, Elsie" —and this cup would of course be her last…but you do not know any of this yet.	Crime & Detective	Dishonorable Mentions
2023	The tall, slender seductress had Tom Pauley wrapped around her little finger, and she had James McGee hanging from a necklace, but the police were still waiting for the lab results to determine whose body parts she had used to make her earrings and that stunning tennis bracelet.	Crime & Detective	Winner
2023	The witch received few visitors, residing deep in the haunted woods and all, so her culinary skills were rusty, and she wasn't about to be busted not making dinner from scratch, so she disposed of the empty box of "Brat Helper," threw Hansel and Gretel into the oven, and hoped like Hell the witches coming for dinner wouldn't notice the difference.	Children's & Young Adult Literature	Dishonorable Mentions
2023	Determination and desperation make for a winning recipe, I thought as I watched Katmess Everclean, with her murky brown eyes sparkling with determination and her grip around her trusty plunger tight with desperation, approach the clogged toilet that stood between her and being crowned victor of the 74th Plumber Games. 	Children's & Young Adult Literature	Dishonorable Mentions
2023	For the third time this week, Lassie dragged Timmy from the well, and while she performed CPR wondered when the Martins would have the good sense to connect to the public water supply instead of living in their libertarian fantasy-world of self-reliance.  	Children's & Young Adult Literature	Dishonorable Mentions
2023	Having attended Oktoberfest, taken in the beautiful foliage of New England, gone apple-picking, roamed through a corn maze, and visited a pumpkin patch, one thing was certain—Humpty Dumpty had a great Fall.	Children's & Young Adult Literature	Dishonorable Mentions
2023	After the unfortunate events involving the wicked stepmothers of Cinderella, Snow White, and Hansel and Gretel, the city council set out to ban all men from remarrying until further notice.	Children's & Young Adult Literature	Dishonorable Mentions
2023	Mrs. Little, if truth be told, was not surprised in the least that her child looked like a mouse, as Mr. Little not only had beady little eyes and whiskers, but his fingers and toes were extraordinarily long and thin and often made her squeal, and not in a good way.	Children's & Young Adult Literature	Dishonorable Mentions
2023	As Snow White met with her new, cheaper, replacement dwarfs for the first time, shaking hands in turn with the likes of Sweaty, Greasy, and Flabby, aptly named identical twins Grabby and Gropy, and proud owner-of-a-joy-buzzer Scabby, she found herself wondering if the savings would prove to be worth it, and she was about to learn why the others were so afraid of the seventh new dwarf, the oddly named Uzi.	Children's & Young Adult Literature	Winner
2023	He gasped as the giant airship pushed itself through the fog over New York harbour, like a bosom emerging from an open blouse, and he realized his evening was going to turn into a hell of a night.	Adventure	Dishonorable Mentions
2023	If there's a snake in your boot, you dump it out by the creek, and if it's got feathers, you dump it out in the creek, and if it's talkin' at you, you dump it out gently and apologize and keep an eye out for the mama dragon, and tarnation these city slickers don't know the first thing about stayin' alive out here.	Adventure	Dishonorable Mentions
2023	The man squinted his eyes as the blistering cold winds battered his rugged face, his eyes darting about, desperately hoping, daring to dream that amidst the frozen wasteland, he would find the last Klondike Bar that he had hidden in his freezer.	Adventure	Winner
2023	It was a sunny day in Los Angeles, hot and bright, and I was in my office, playing Mahjong against myself and losing, when she walked in, 120 pounds of dynamite, a blonde with legs that began at her ankles and ended in trouble.	Grand Panjandrum's Special Award	
2023	She was a beautiful woman; more specifically she was the kind of beautiful woman who had an hourlong skincare routine that made her look either ethereal or like a glazed donut, depending on how attracted to her you were.   	Grand Prize	
